,Unnamed: 0,Unnamed: 0.1,Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
61,61,61,61,B08RJV95P5,0_09-Ira Collection Side Buttoned Light Blue Jogger Jeans for Women,Generic,0,0,0,420,3.7,132,58,,1,132,https://m.media-amazon.com/images/I/610126akHoL._AC_UL320_.jpg,Jean_A1,"0_09-Ira Collection Side Buttoned Light Blue Jogger Jeans for Women
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08RJV95P5
62,62,62,62,B07CN1HKD5,Women's Skinny Fit Jeans,AKA CHIC,0,0,0,716,3.9,"4,810",62,,1,"4,810",https://m.media-amazon.com/images/I/71AgFdgRD2L._AC_UL320_.jpg,Jean_A1,"Women's Skinny Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07CN1HKD5
63,63,63,63,B084K8NQ5K,Men's Slim Jeans,Pepe Jeans,0,0,0,"2,999",0.0,0,0,,1,"₹2,999",https://m.media-amazon.com/images/I/814qEoxYU-L._UY550_.jpg,Jean_A1,"Men's Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B084K8NQ5K
64,64,64,64,B07QZZSRT6,Men's Regular Fit Jeans,STUDIO NEXX,0,0,0,645,3.9,420,60,,1,420,https://m.media-amazon.com/images/I/81rdafuEdrL._UX569_.jpg,Jean_A1,"Men's Regular Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07QZZSRT6
65,65,65,65,B08QWW1TQ9,Men's Carrot Slim Jeans,EASYBUY,0,0,0,449,3.4,25,0,,0,25,https://m.media-amazon.com/images/I/91depWY1LZL._UY550_.jpg,Jean_A1,"Men's Carrot Slim Jeans
",SKU: B08QWW1TQ9
66,66,66,66,B07V38W14G,Women's Black Skinny Fringed Detailing High Rise Clean Look Solid Cropped Stretchable Denim Jeans,Miss Chase,0,0,0,849,3.8,540,63,,1,540,https://m.media-amazon.com/images/I/71XNJ5pXWVL._AC_UL320_.jpg,Jean_A1,"Women's Black Skinny Fringed Detailing High Rise Clean Look Solid Cropped Stretchable Denim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07V38W14G
67,67,67,67,B098LKX61R,"Men's Easies,Skinny Fit,Solid,Jeans",Easies by Killer,0,0,0,"1,098",2.7,8,67,,1,8,https://m.media-amazon.com/images/I/81ykBwNY-LL._AC_UL320_.jpg,Jean_A1,"Men's Easies,Skinny Fit,Solid,Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B098LKX61R
68,68,68,68,B08ZD3KXLY,Men Jeans,RING OF FIRE,0,0,0,0,0.0,0,0,,0,,https://m.media-amazon.com/images/I/31CHvj3X2PL.jpg,Jean_A1,"Men Jeans
",SKU: B08ZD3KXLY
69,69,69,69,B07ZVS9BBH,Women's Loose Fit Jeans,AKA CHIC,0,0,0,826,3.9,"1,673",68,,1,"1,673",https://m.media-amazon.com/images/I/713b0CmgXAL._AC_UL320_.jpg,Jean_A1,"Women's Loose Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07ZVS9BBH
70,70,70,70,B08Y71XRZH,Men's Slim Jeans,Jack & Jones,0,0,0,"1,154",4.0,1,65,,1,1,https://m.media-amazon.com/images/I/910Q5jQsGcL._UY550_.jpg,Jean_A1,"Men's Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08Y71XRZH
71,71,71,71,B09B9HK27D,Men's Regular Jeans,Pepe Jeans,0,0,0,"2,470",0.0,0,25,,1,"₹2,470
₹3,299 Save ₹829 (25%)",https://m.media-amazon.com/images/I/81OZ8yBYl9L._UX522_.jpg,Jean_A1,"Men's Regular Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09B9HK27D
72,72,72,72,B083Y52RYR,Men's RO-ALT-01AG-06 Slim Jeans,Spykar,0,0,0,839,0.0,0,70,,1,"₹839
₹2,799 Save ₹1,960 (70%)",https://m.media-amazon.com/images/I/81XSS53iI2L._AC_UL320_.jpg,Jean_A1,"Men's RO-ALT-01AG-06 Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B083Y52RYR
73,73,73,73,B07VR4P936,Plus Size Men's Jeans,JOHN PRIDE,0,0,0,"1,169",4.2,193,42,,1,193,https://m.media-amazon.com/images/I/61ySYdPgH2L._AC_UL320_.jpg,Jean_A1,"Plus Size Men's Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07VR4P936
74,74,74,74,B085RH5L7J,Boy's Slim Fit Jeans,Urbano Juniors,0,0,0,499,4.0,347,55,,1,347,https://m.media-amazon.com/images/I/51rRhR1yzaL._AC_UL320_.jpg,Jean_A1,"Boy's Slim Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B085RH5L7J
75,75,75,75,B07H4713JX,Men's Skinny Jeans,Amazon Brand - Symbol,0,0,0,729,3.7,"1,500",65,,1,"1,500",https://m.media-amazon.com/images/I/61vvY+cMTPL._UY550_.jpg,Jean_A1,"Men's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07H4713JX
76,76,76,76,B07RJQ2RY2,Men Stretchable Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,809,3.8,332,68,,1,332,https://m.media-amazon.com/images/I/81wAqvZ4HWL._AC_UL320_.jpg,Jean_A1,"Men Stretchable Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07RJQ2RY2
77,77,77,77,B0839HSW39,Men's Slim Jeans,Amazon Brand - Symbol,0,0,0,508,3.9,183,79,,1,183,https://m.media-amazon.com/images/I/71ZGe8EE0QL._UY550_.jpg,Jean_A1,"Men's Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0839HSW39
78,78,78,78,B08XN6222F,Women's Skinny Jeans,AKA CHIC,0,0,0,699,4.0,23,71,,1,23,https://m.media-amazon.com/images/I/61PtpELCgnL._UY550_.jpg,Jean_A1,"Women's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08XN6222F
79,79,79,79,B09MV2LYC2,Stylish Fashionable Women High Waist Regular wear Denim Jeans - Black,HOVAC,0,0,0,499,3.8,58,75,,1,58,https://m.media-amazon.com/images/I/31FeW4DRcoL._AC_UL320_.jpg,Jean_A1,"Stylish Fashionable Women High Waist Regular wear Denim Jeans - Black
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09MV2LYC2
80,80,80,80,B07QCNRZLL,Women's Skinny Jeans,Amazon Brand - Symbol,0,0,0,803,3.9,"1,599",65,,1,"1,599",https://m.media-amazon.com/images/I/71R6BamqlgS._UY550_.jpg,Jean_A1,"Women's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07QCNRZLL
81,81,81,81,B07P9PPDMF,Women's Skinny Fit Jeans,AKA CHIC,0,0,0,738,3.9,831,66,,1,831,https://m.media-amazon.com/images/I/81B1VtY1JGL._AC_UL320_.jpg,Jean_A1,"Women's Skinny Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07P9PPDMF
82,82,82,82,B07XKSP8DW,Men's Slim Fit Apparel,Neostreak,0,0,0,560,3.3,10,75,,1,10,https://m.media-amazon.com/images/I/815C1sbQsvL._AC_UL320_.jpg,Jean_A1,"Men's Slim Fit Apparel
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07XKSP8DW
83,83,83,83,B09B18VTL8,Women's Skinny Jeans,Levi's,0,0,0,"1,410",3.4,3,53,,1,3,https://m.media-amazon.com/images/I/51bgo7FZMZL._UX522_.jpg,Jean_A1,"Women's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09B18VTL8
84,84,84,84,B092DJZKPW,Men's Sailor Skinny Jeans,Men's,0,0,0,652,3.4,10,80,,1,LAWMAN PG3,https://m.media-amazon.com/images/I/81uu-E8xIJL._AC_UL320_.jpg,Jean_A1,"Men's Sailor Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B092DJZKPW
85,85,85,85,B0979DXZCJ,Men's Skinny Jeans,Spykar,0,0,0,"1,314",3.8,14,59,,1,14,https://m.media-amazon.com/images/I/51Vlzzh6pqL._UY550_.jpg,Jean_A1,"Men's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0979DXZCJ
86,86,86,86,B07NDQ5QFG,Men Jogger Design Denim Jeans,Campus Sutra,0,0,0,789,3.6,169,58,,1,169,https://m.media-amazon.com/images/I/71FOe+VJc7L._AC_UL320_.jpg,Jean_A1,"Men Jogger Design Denim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07NDQ5QFG
87,87,87,87,B091734BWL,Womens High Rise Cotton Lycra Jeans,KOTTY,0,0,0,674,4.0,105,66,,1,105,https://m.media-amazon.com/images/I/71Do2+EZeiL._AC_UL320_.jpg,Jean_A1,"Womens High Rise Cotton Lycra Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B091734BWL
88,88,88,88,B08L2636YZ,Women's Loose Fit Jeans,KOTTY,0,0,0,639,3.8,469,68,,1,469,https://m.media-amazon.com/images/I/31Y4oZCtpUL._AC_UL320_.jpg,Jean_A1,"Women's Loose Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08L2636YZ
89,89,89,89,B01LZK86D7,Men's (Millard) Regular Fit Stretchable Jeans,Wrangler,0,0,0,"1,291",3.7,39,52,,1,39,https://m.media-amazon.com/images/I/81RRSpl7QDL._UX522_.jpg,Jean_A1,"Men's (Millard) Regular Fit Stretchable Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B01LZK86D7
90,90,90,90,B07LG8BHF9,Women's Black Skinny Fit High Rise Clean Look Regular Length Stretchable Denim Jeans,Miss Chase,0,0,0,949,3.9,675,51,,1,675,https://m.media-amazon.com/images/I/71G17uLgBJL._AC_UL320_.jpg,Jean_A1,"Women's Black Skinny Fit High Rise Clean Look Regular Length Stretchable Denim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07LG8BHF9
91,91,91,91,B089FNZYG7,Womens High Rise Cotton Lycra Skinny Jeans,KOTTY,0,0,0,674,3.3,107,66,,1,107,https://m.media-amazon.com/images/I/51KJBTtayUL._AC_UL320_.jpg,Jean_A1,"Womens High Rise Cotton Lycra Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B089FNZYG7
92,92,92,92,B09LLHDX59,Men's Regular Jeans,Peter England,0,0,0,"1,185",5.0,1,34,,1,1,https://m.media-amazon.com/images/I/51BNAwixboL._UY550_.jpg,Jean_A1,"Men's Regular Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09LLHDX59
93,93,93,93,B076CR4HPR,Men's Slim Fit Washed Jeans Stretchable,Urbano Fashion,0,0,0,599,3.7,"5,637",54,,1,"5,637",https://m.media-amazon.com/images/I/51sqbNfjT5L._AC_UL320_.jpg,Jean_A1,"Men's Slim Fit Washed Jeans Stretchable
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B076CR4HPR
94,94,94,94,B09Q93GFZS,Women's Wide Leg Flared Jeans,Malachi,0,0,0,899,3.8,27,61,,1,27,https://m.media-amazon.com/images/I/81I9aCr4ncL._AC_UL320_.jpg,Jean_A1,"Women's Wide Leg Flared Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09Q93GFZS
95,95,95,95,B07L6Z52YW,Men's Slim Fit Stretchable Jeans,Neostreak,0,0,0,550,3.7,"2,797",66,,1,"2,797",https://m.media-amazon.com/images/I/81rcMJm4kFL._UY550_.jpg,Jean_A1,"Men's Slim Fit Stretchable Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07L6Z52YW
96,96,96,96,B09BVWR567,Men's Regular Jeans,Levi's,0,0,0,"1,959",3.1,28,30,,1,28,https://m.media-amazon.com/images/I/61oIxYxPmcL._UX522_.jpg,Jean_A1,"Men's Regular Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09BVWR567
97,97,97,97,B07W48JQBM,Women's Straight Fit Jeans,AKA CHIC,0,0,0,881,4.0,204,66,,1,204,https://m.media-amazon.com/images/I/81dgrqvXEmL._AC_UL320_.jpg,Jean_A1,"Women's Straight Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07W48JQBM
98,98,98,98,B07VFK3N3V,Men's Slim Fit Jeans,Urbano Fashion,0,0,0,579,3.7,321,61,,1,321,https://m.media-amazon.com/images/I/719J1S+gi-L._AC_UL320_.jpg,Jean_A1,"Men's Slim Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07VFK3N3V
99,99,99,99,B07TGQ191J,Men's Slim Apparel,Neostreak,0,0,0,569,3.7,127,70,,1,127,https://m.media-amazon.com/images/I/81mkws56NZL._AC_UL320_.jpg,Jean_A1,"Men's Slim Apparel
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07TGQ191J
100,100,100,100,B094TYQDLZ,Men's Slim Jeans,Arrow Sports,0,0,0,"1,269",4.2,42,45,,1,42,https://m.media-amazon.com/images/I/81P8U0CYnmL._AC_UL320_.jpg,Jean_A1,"Men's Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B094TYQDLZ
101,101,101,101,B07H4T3BLR,Men's wear,hangup,0,0,0,760,0.0,0,70,,1,"₹760
₹2,499 Save ₹1,739 (70%)",,Jean_A1,"Men's wear
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07H4T3BLR
102,102,102,102,B07L962M8L,Women's Black Skinny Fit High Rise Clean Look Regular Length Clean Look Stretchable Denim Jeans,Miss Chase,0,0,0,836,3.8,913,57,,1,913,https://m.media-amazon.com/images/I/71a03OHZiVL._AC_UL320_.jpg,Jean_A1,"Women's Black Skinny Fit High Rise Clean Look Regular Length Clean Look Stretchable Denim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07L962M8L
103,103,103,103,B08135J1HV,Women's Denim Stretchable Slim Fit Black Jeans,NIFTY,0,0,0,499,4.0,558,62,,1,558,https://m.media-amazon.com/images/I/31JwPVIVlKL._AC_UL320_.jpg,Jean_A1,"Women's Denim Stretchable Slim Fit Black Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08135J1HV
104,104,104,104,B09172T21J,Womens High Rise Cotton Lycra Jeans,KOTTY,0,0,0,749,0.0,0,63,,1,"₹749
₹1,999 Save ₹1,250 (63%)",https://m.media-amazon.com/images/I/61mQibjz7FL._UY550_.jpg,Jean_A1,"Womens High Rise Cotton Lycra Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09172T21J
105,105,105,105,B08HQHJ1YP,Women's Boot Cut Regular Jeans,VERO MODA,0,0,0,999,4.0,29,60,,1,29,https://m.media-amazon.com/images/I/71N-3O6LVZL._UY550_.jpg,Jean_A1,"Women's Boot Cut Regular Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08HQHJ1YP
106,106,106,106,B07HMB6GDQ,Women's Regular Jeans,AKA CHIC,0,0,0,852,4.1,305,67,,1,305,https://m.media-amazon.com/images/I/81UIotxdLPL._AC_UL320_.jpg,Jean_A1,"Women's Regular Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07HMB6GDQ
107,107,107,107,B09BVVJF12,Men's Regular Jeans,Levi's,0,0,0,"1,874",4.2,112,25,,1,112,https://m.media-amazon.com/images/I/718vYyIjaNL._UY550_.jpg,Jean_A1,"Men's Regular Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09BVVJF12
108,108,108,108,B07LH55F7L,Men's Slim Fit Jeans,Urbano Fashion,1,0,0,689,3.6,205,54,,1,205,https://m.media-amazon.com/images/I/51+U2t2DE9L._AC_UL320_.jpg,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Men's Slim Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07LH55F7L
109,109,109,109,B07XB1ND4Y,Men's Slim Jeans,Amazon Brand - Symbol,1,0,0,729,3.5,63,59,,1,63,https://m.media-amazon.com/images/I/81BW1qnDZGL._AC_UL320_.jpg,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Men's Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07XB1ND4Y
110,110,110,110,B07L6YX21H,Men's Slim Fit Stretchable Jeans,Neostreak,1,0,0,546,3.7,"2,797",66,,1,"2,797",https://m.media-amazon.com/images/I/81jpwj33loL._AC_UL320_.jpg,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Men's Slim Fit Stretchable Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07L6YX21H
111,111,111,111,B07VB9QXL3,Men's Light Blue Slim Fit Washed Jeans Stretchable,Urbano Fashion,1,0,0,649,3.5,"1,032",57,,1,"1,032",https://m.media-amazon.com/images/I/61S5a0LL0sL._AC_UL320_.jpg,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Men's Light Blue Slim Fit Washed Jeans Stretchable
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07VB9QXL3
112,112,112,112,B07HMB6GDQ,Women's Regular Jeans,AKA CHIC,0,0,0,852,4.1,305,67,,1,305,https://m.media-amazon.com/images/I/81UIotxdLPL._AC_UL320_.jpg,Jean_A1,"Women's Regular Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07HMB6GDQ
113,113,113,113,B09BVVJF12,Men's Regular Jeans,Levi's,0,0,0,"1,874",4.2,112,25,,1,112,https://m.media-amazon.com/images/I/71ItZz1lOMS._UY550_.jpg,Jean_A1,"Men's Regular Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09BVVJF12
114,114,114,114,B09173S46X,Womens High Rise Cotton Lycra Jeans,KOTTY,0,0,0,674,3.6,29,66,,1,29,https://m.media-amazon.com/images/I/61mQibjz7FL._UY550_.jpg,Jean_A1,"Womens High Rise Cotton Lycra Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09173S46X
115,115,115,115,B098L97BWD,Men's Regular Fit Jeans,Ben Martin,0,0,0,589,3.5,102,80,,1,102,https://m.media-amazon.com/images/I/61QEJwzNtXS._AC_UL320_.jpg,Jean_A1,"Men's Regular Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B098L97BWD
116,116,116,116,B084VZTXBP,Men's Straight Fit Carrot Stretchable Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,809,3.7,187,66,,1,187,https://m.media-amazon.com/images/I/81QcbuXUuXL._UX522_.jpg,Jean_A1,"Men's Straight Fit Carrot Stretchable Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B084VZTXBP
117,117,117,117,B07VCG3TG7,Men's Light Blue Slim Fit Denim Jeans Stretchable,Urbano Fashion,0,0,0,649,3.5,588,57,,1,588,https://m.media-amazon.com/images/I/61nJ6tJX0VL._AC_UL320_.jpg,Jean_A1,"Men's Light Blue Slim Fit Denim Jeans Stretchable
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07VCG3TG7
118,118,118,118,B0866SX5DZ,Men's Brown Regular Fit Denim Jeans Stretchable,Urbano Plus,0,0,0,759,4.0,680,55,,1,680,https://m.media-amazon.com/images/I/61MLz2-l4YL._AC_UL320_.jpg,Jean_A1,"Men's Brown Regular Fit Denim Jeans Stretchable
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0866SX5DZ
119,119,119,119,B09172KWJ4,Womens High Rise Cotton Lycra Jeans,KOTTY,0,0,0,674,3.9,68,66,,1,68,https://m.media-amazon.com/images/I/61-eglgl4rL._AC_UL320_.jpg,Jean_A1,"Womens High Rise Cotton Lycra Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09172KWJ4
120,120,120,120,B082Z3JDK4,Women's Regular Fit Jeans,dermawear,0,0,0,"1,239",3.8,782,17,,1,782,https://m.media-amazon.com/images/I/41wAiLvYc6L._UX522_.jpg,Jean_A1,"Women's Regular Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B082Z3JDK4
121,121,121,121,B08XMPF5C1,by Shoppers Solid Cotton Rich Regular Fit Boys Jeans (S21710BJNS-P),STOP,0,0,0,210,3.9,125,70,,0,125,https://m.media-amazon.com/images/I/51iQbJ5dOaL._AC_UL320_.jpg,Jean_A1,"by Shoppers Solid Cotton Rich Regular Fit Boys Jeans (S21710BJNS-P)
",SKU: B08XMPF5C1
