,Unnamed: 0,Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
51,51,51,B01G5I8YLC,"45 Ltrs Grey and Orange Rucksack (8903338073864), Large",Wildcraft,0,0,0,"1,499",4.3,"6,491",29,,1,"6,491",https://m.media-amazon.com/images/I/91MxFWiAyPL._AC_UL320_.jpg,Backpack_A1,"45 Ltrs Grey and Orange Rucksack (8903338073864), Large
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B01G5I8YLC,,,,,
52,52,52,B09NGNYLKF,"Emperor Anti-Theft backpack with combination lock Laptop bag , office bag , college bag ( Zyden )",TRUE HUMAN,0,0,0,625,3.8,87,70,,1,87,https://m.media-amazon.com/images/I/512XJlsRAtL._UX466_.jpg,Backpack_A1,"Emperor Anti-Theft backpack with combination lock Laptop bag , office bag , college bag ( Zyden )
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09NGNYLKF,,,,,
53,53,53,B08Z217HCH,Rager 04 Black 46 Cms Casual Backpack,Skybags,0,0,0,599,3.8,6,54,,1,6,https://m.media-amazon.com/images/I/71vuVfNvc1S._UX679_.jpg,Backpack_A1,"Rager 04 Black 46 Cms Casual Backpack
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08Z217HCH,,,,,
54,54,54,B09MHVMTMY,OOL BAG Anti Theft Backpack Bag Hard Case15.6 Inch Laptop Business with USB Charging Port and Water Repellent Bag for Men Women (Black),Comfabie,0,0,0,629,3.1,22,67,,1,22,https://m.media-amazon.com/images/I/31m0L1vsznL._AC_UL320_.jpg,Backpack_A1,"OOL BAG Anti Theft Backpack Bag Hard Case15.6 Inch Laptop Business with USB Charging Port and Water Repellent Bag for Men Women (Black)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09MHVMTMY,,,,,
55,55,55,B09QT7CFCN,"55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Trekking Bags for Men Women Boys and Girls with 17 inches Laptop Compartment, Shoe Compartment & Rain Cover",Half Moon,0,0,0,899,5.0,1,64,,1,1,https://m.media-amazon.com/images/I/91ymzT+tE2L._AC_UL320_.jpg,Backpack_A1,"55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Trekking Bags for Men Women Boys and Girls with 17 inches Laptop Compartment, Shoe Compartment & Rain Cover
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09QT7CFCN,,,,,
56,56,56,B07CF55YSK,39.27 Ltrs Orange Casual/Travel Backpack (Explorer 20 HY ORN),Safari,1,0,0,"1,320",4.0,263,60,,1,263,https://m.media-amazon.com/images/I/91aYkTyu1ML._SY741_.jpg,Backpack_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
39.27 Ltrs Orange Casual/Travel Backpack (Explorer 20 HY ORN)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07CF55YSK,,,,,
57,57,57,B08WPV2YJQ,Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,Zipline,1,0,0,759,4.1,23,60,,1,23,https://m.media-amazon.com/images/I/91qJ-TF4fYL._AC_UL320_.jpg,Backpack_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08WPV2YJQ,,,,,
58,58,58,B07N66GRRQ,Polyester 34L Navy Blue Backpack,Aristocrat,1,0,0,"1,386",3.2,14,31,,1,14,https://m.media-amazon.com/images/I/81y-poaqCfL._UY550_.jpg,Backpack_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Polyester 34L Navy Blue Backpack
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07N66GRRQ,,,,,
59,59,59,B075MMFR9V,Anchor Triumph 30 Ltrs Black-Beige Casual Backpack (BKPACRTRM0122),Gear,1,0,0,711,4.3,284,66,,1,284,https://m.media-amazon.com/images/I/A1CxkfN3PBL._AC_UL320_.jpg,Backpack_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Anchor Triumph 30 Ltrs Black-Beige Casual Backpack (BKPACRTRM0122)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B075MMFR9V,,,,,
60,60,60,B084Q21RW6,"AH Arctic Hunter 3 in 1 Expandable from 19L to 32L, Water & Scratch Resistant Backpack fits up to 15.6 inches Laptop, with USB Port,Earphone Port for Business,Travelling for Men & Women. (Black)",ah arctic hunter,0,0,0,"2,999",4.2,33,46,"Wednesday, February 16",1,33,https://m.media-amazon.com/images/I/31-Wgsc3oUS.jpg,Backpack_A1,"AH Arctic Hunter 3 in 1 Expandable from 19L to 32L, Water & Scratch Resistant Backpack fits up to 15.6 inches Laptop, with USB Port,Earphone Port for Business,Travelling for Men & Women. (Black)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B084Q21RW6,,,,,
61,61,61,B089QBD333,Slope Anti Theft Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),Arctic Fox,0,0,0,"1,499",4.7,334,25,,1,334,https://m.media-amazon.com/images/I/61W3XQlsw-L._AC_UL320_.jpg,Backpack_A1,"Slope Anti Theft Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B089QBD333,,,,,
62,62,62,B093Z6ZRT2,"15.6"" Polyester Casual Laptop Bags/Backpack for Men with Adjustable Strap Expendable with 2 Compartments",Touristiano,0,0,0,290,0.0,0,36,,0,"₹290
₹450 Save ₹160 (36%)",https://m.media-amazon.com/images/I/41Z-ONGdc1L._AC_UL320_.jpg,Backpack_A1,"15.6"" Polyester Casual Laptop Bags/Backpack for Men with Adjustable Strap Expendable with 2 Compartments
",SKU: B093Z6ZRT2,,,,,
63,63,63,B07RKHRZSX,Pu Leather 15.6 inch College USB Laptop Office Backpack Men Women (BP3067),Leather World,0,0,0,799,3.7,56,80,,1,56,https://m.media-amazon.com/images/I/71jD5yxve7L._AC_UL320_.jpg,Backpack_A1,"Pu Leather 15.6 inch College USB Laptop Office Backpack Men Women (BP3067)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07RKHRZSX,,,,,
64,64,64,B09HSG6CHN,"Stylish 17.5"" School & College Backpack for Girls",Lavie Sport,0,0,0,949,4.5,2,73,,1,2,https://m.media-amazon.com/images/I/819fe2E2AXL._AC_UL320_.jpg,Backpack_A1,"Stylish 17.5"" School & College Backpack for Girls
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09HSG6CHN,,,,,
65,65,65,B09BMG8R6Y,"Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag (Black)",Veneer,0,0,0,599,4.3,196,63,,1,196,https://m.media-amazon.com/images/I/617R7Q15NXL._AC_UL320_.jpg,Backpack_A1,"Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag (Black)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09BMG8R6Y,,,,,
66,66,66,B09HXYJB7B,"Laptop Backpack for 15.6"" Made water-repellent and tear resistant materials for men and women .",Lenovo,0,0,0,790,4.3,107,60,,0,107,https://m.media-amazon.com/images/I/51dAwlVzR6L._AC_UL320_.jpg,Backpack_A1,"Laptop Backpack for 15.6"" Made water-repellent and tear resistant materials for men and women .
",SKU: B09HXYJB7B,,,,,
67,67,67,B07WBXL33C,Women's Backpack (Yellow),CAPRESE,0,0,0,"1,133",4.5,132,75,,1,132,https://m.media-amazon.com/images/I/71Rs7B2eSsL._AC_UL320_.jpg,Backpack_A1,"Women's Backpack (Yellow)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07WBXL33C,,,,,
68,68,68,B07Q7CNPMV,15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),Safari,0,0,0,299,4.0,"10,871",63,,0,"10,871",https://m.media-amazon.com/images/I/61kmCas5OCL._AC_UL320_.jpg,Backpack_A1,"15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB)
",SKU: B07Q7CNPMV,,,,,
69,69,69,B08YR984NY,"35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",Lunar's,0,0,0,849,3.8,465,58,,1,465,https://m.media-amazon.com/images/I/81MwzP6Pe8L._AC_UL320_.jpg,Backpack_A1,"35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08YR984NY,,,,,
70,70,70,B0983BM2F7,Medium 30 L Laptop Backpack Anti Theft Faux Leather (Brown),GoldStar,0,0,0,510,3.7,31,74,,1,31,https://m.media-amazon.com/images/I/810prIuPRJS._AC_UL320_.jpg,Backpack_A1,"Medium 30 L Laptop Backpack Anti Theft Faux Leather (Brown)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0983BM2F7,,,,,
71,71,71,B08ZK19P11,Women's Backpack (Red),CAPRESE,0,0,0,794,4.0,2,76,,1,2,https://m.media-amazon.com/images/I/81uO2M4LNwS._UY625_.jpg,Backpack_A1,"Women's Backpack (Red)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08ZK19P11,,,,,
72,72,72,B07LBMV4NR,Brown Leatherette Anti Theft Casual Laptop Backpack with 15.6 Inch Laptop Pocket,FUR JADEN,0,0,0,"1,799",4.3,917,40,,1,917,https://m.media-amazon.com/images/I/714Rv25H9PL._AC_UL320_.jpg,Backpack_A1,"Brown Leatherette Anti Theft Casual Laptop Backpack with 15.6 Inch Laptop Pocket
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07LBMV4NR,,,,,
73,73,73,B078KS2FX1,"Talent Laptop Backpack with Rain Cover 32 Liters (Grey,Black)",F Gear,0,0,0,"1,049",4.4,917,62,,1,917,https://m.media-amazon.com/images/I/81uoDfmgNnL._UX522_.jpg,Backpack_A1,"Talent Laptop Backpack with Rain Cover 32 Liters (Grey,Black)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B078KS2FX1,,,,,
74,74,74,B00FXR0SQG,Royal Laptop Backpack,F Gear,0,0,0,"1,199",4.2,391,57,,1,391,https://m.media-amazon.com/images/I/61eTXicVi4L._AC_UL320_.jpg,Backpack_A1,"Royal Laptop Backpack
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B00FXR0SQG,,,,,
75,75,75,B07CP49QX2,University 25Litres Brown Casual Backpack Heavy,Paras,0,0,0,0,0.0,0,0,,0,,https://m.media-amazon.com/images/I/51ozEWVISiL._AC_UL320_.jpg,Backpack_A1,"University 25Litres Brown Casual Backpack Heavy
",SKU: B07CP49QX2,,,,,
76,76,76,B07PQN9JQB,"Arrow 30 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, made with polyester, 1 year warranty",POLESTAR,0,0,0,654,4.0,"1,398",63,,1,"1,398",https://m.media-amazon.com/images/I/61dcx1kEbBL._AC_UL320_.jpg,Backpack_A1,"Arrow 30 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, made with polyester, 1 year warranty
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07PQN9JQB,,,,,
77,77,77,B09QYTTLYD,Volt Faux Leather Laptop Backpack Travel Backpack college Backpack for Men and Women for 15.6Inch Laptops (Brown),Luzian,0,0,0,599,3.7,3,70,,1,3,https://m.media-amazon.com/images/I/71DI1qsBkFL._AC_UL320_.jpg,Backpack_A1,"Volt Faux Leather Laptop Backpack Travel Backpack college Backpack for Men and Women for 15.6Inch Laptops (Brown)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09QYTTLYD,,,,,
78,78,78,B01DUHA5DQ,26 Ltrs Fuchsia Purple Casual Backpack (7410502),Puma,0,0,0,688,3.8,31,47,,1,31,https://m.media-amazon.com/images/I/91bsfiNBB8L._UY679_.jpg,Backpack_A1,"26 Ltrs Fuchsia Purple Casual Backpack (7410502)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B01DUHA5DQ,,,,,
79,79,79,B08F7YYZTJ,Women Backpack Latest School Bag for Girls (Black),DIVING DEEP,0,0,0,325,3.4,596,67,,0,596,https://m.media-amazon.com/images/I/51BPWfLZHFL._UX522_.jpg,Backpack_A1,"Women Backpack Latest School Bag for Girls (Black)
",SKU: B08F7YYZTJ,,,,,
80,80,80,B0815GL34W,"Phase Backpack II- Palace Blue, X",Puma,0,0,0,589,4.3,44,55,,1,44,https://m.media-amazon.com/images/I/910Mj5nEBDL._AC_UL320_.jpg,Backpack_A1,"Phase Backpack II- Palace Blue, X
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0815GL34W,,,,,
81,81,81,B08P5KNPPQ,Vegan Leather Multi-Compartment Laptop Canvas Backpack.,Hot And Bold,0,0,0,"1,499",3.5,48,73,,1,48,https://m.media-amazon.com/images/I/71SCeNEb2ZL._AC_UL320_.jpg,Backpack_A1,"Vegan Leather Multi-Compartment Laptop Canvas Backpack.
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08P5KNPPQ,,,,,
82,82,82,B084TPL24S,Backpack,Lino Perros,0,0,0,979,4.5,69,74,,1,69,https://m.media-amazon.com/images/I/81B3u9++Q4L._AC_UL320_.jpg,Backpack_A1,"Backpack
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B084TPL24S,,,,,
83,83,83,B07F61HRJF,33 Ltrs Blue Laptop Backpack (BPSPA1BLU),Skybags,0,0,0,"1,179",4.0,674,66,,1,674,https://m.media-amazon.com/images/I/61JlZmMpwRL._SY450_.jpg,Backpack_A1,"33 Ltrs Blue Laptop Backpack (BPSPA1BLU)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07F61HRJF,,,,,
84,84,84,B093DH8B8C,Unisex Light Weight Backpack For Men/Women,KLEIO,0,0,0,727,3.9,97,48,,1,97,https://m.media-amazon.com/images/I/61KJcxCcijS._AC_UL320_.jpg,Backpack_A1,"Unisex Light Weight Backpack For Men/Women
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B093DH8B8C,,,,,
85,85,85,B07NSC4SL5,15 Ltrs Denim Blue Casual/School/College Backpack (DAYPACKNEO15CBDNB),Safari,0,0,0,299,4.0,"6,883",63,,0,"6,883",https://m.media-amazon.com/images/I/61YRI2+SIIL._AC_UL320_.jpg,Backpack_A1,"15 Ltrs Denim Blue Casual/School/College Backpack (DAYPACKNEO15CBDNB)
",SKU: B07NSC4SL5,,,,,
86,86,86,B07T47ZLS3,"Phase Backpack, X, Puma Black-Golden logo",Puma,0,0,0,709,4.2,216,45,,1,216,https://m.media-amazon.com/images/I/81i2ZyglboL._AC_UL320_.jpg,Backpack_A1,"Phase Backpack, X, Puma Black-Golden logo
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07T47ZLS3,,,,,
87,87,87,B08P8L8T4Q,Luxur V2 Brown 27 Ltrs Laptop Backpack (3701),F Gear,0,0,0,"1,251",5.0,4,58,,1,4,https://m.media-amazon.com/images/I/81+uR6QSgtL._AC_UL320_.jpg,Backpack_A1,"Luxur V2 Brown 27 Ltrs Laptop Backpack (3701)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08P8L8T4Q,,,,,
88,88,88,B08P9NNK7B,20 Ltrs Casual/School/College/Hiking Backpack for Men & Women,DEIN KLEIDER,0,0,0,328,3.5,522,64,,0,522,https://m.media-amazon.com/images/I/511EcvnypEL._AC_UL320_.jpg,Backpack_A1,"20 Ltrs Casual/School/College/Hiking Backpack for Men & Women
",SKU: B08P9NNK7B,,,,,
89,89,89,B09B267161,"HiTech 35 Ltrs Water Resistant Backpack - Black, L (HITECH19CBBLK)",Safari,0,0,0,954,3.8,168,68,,1,168,https://m.media-amazon.com/images/I/61I6joqxQPL._UX679_.jpg,Backpack_A1,"HiTech 35 Ltrs Water Resistant Backpack - Black, L (HITECH19CBBLK)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09B267161,,,,,
90,90,90,B09RBF7KNL,"Emperor Anti-Theft backpack with combination lock Laptop bag , office bag , college bag ( MARSHALL )",TRUE HUMAN,0,0,0,599,0.0,0,80,,1,"₹599
₹2,999 Save ₹2,400 (80%)",https://m.media-amazon.com/images/I/51cMm2P+Y8L._UY550_.jpg,Backpack_A1,"Emperor Anti-Theft backpack with combination lock Laptop bag , office bag , college bag ( MARSHALL )
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09RBF7KNL,,,,,
91,91,91,B07PRBW9W5,Twing 30 Ltrs Grey Casual Backpack (FD0 (0) 08 003),American Tourister,0,0,0,959,4.2,180,62,,1,180,https://m.media-amazon.com/images/I/61TK7qwla4L._UX679_.jpg,Backpack_A1,"Twing 30 Ltrs Grey Casual Backpack (FD0 (0) 08 003)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07PRBW9W5,,,,,
92,92,92,B09RSG214J,College bag for girls backpacks for women school bag for girls bag for girls diving deep bagpack,Craftify,0,0,0,699,0.0,0,65,,1,"₹699
₹1,999 Save ₹1,300 (65%)",https://m.media-amazon.com/images/I/417ExgcT3ML._AC_UL320_.jpg,Backpack_A1,"College bag for girls backpacks for women school bag for girls bag for girls diving deep bagpack
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09RSG214J,,,,,
93,93,93,B084THWKPV,Arigato Melange 32 Ltrs Laptop Backpack,F Gear,0,0,0,947,4.2,62,57,,1,62,https://m.media-amazon.com/images/I/71bmYnHOy1L._AC_UL320_.jpg,Backpack_A1,"Arigato Melange 32 Ltrs Laptop Backpack
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B084THWKPV,,,,,
94,94,94,B07SX438XM,"AirCase Laptop Bag Backpack Case Pouch for 13-Inch, 14-Inch, 15.6-InchLaptop Backpack for Men & Women,(Black)",AirCase,0,0,0,"1,399",4.2,134,65,"Saturday, February 19",1,134,https://m.media-amazon.com/images/I/71SbXYsyO-L._UX679_.jpg,Backpack_A1,"AirCase Laptop Bag Backpack Case Pouch for 13-Inch, 14-Inch, 15.6-InchLaptop Backpack for Men & Women,(Black)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07SX438XM,,,,,
95,95,95,B019HA8DQQ,Navy Blue and Green Casual Backpack (BKPECOBP40503),Gear,0,0,0,474,4.0,"3,575",57,,0,"3,575",https://m.media-amazon.com/images/I/9145Wr5s-VL._AC_UL320_.jpg,Backpack_A1,"Navy Blue and Green Casual Backpack (BKPECOBP40503)
",SKU: B019HA8DQQ,,,,,
96,96,96,B09P3Z4NGB,"Hunter Anti Theft Waterproof Traveling Laptop Backpack With Upto 15.6L Capacity | Smart Lock | USB Charging Port For Mobile Phone Best Bag For Unisex Children/Adult, Men's & Women's (Grey)",Rewy,0,0,0,679,4.4,15,64,,0,15,https://m.media-amazon.com/images/I/41VLbmPVB2L._AC_UL320_.jpg,Backpack_A1,"Hunter Anti Theft Waterproof Traveling Laptop Backpack With Upto 15.6L Capacity | Smart Lock | USB Charging Port For Mobile Phone Best Bag For Unisex Children/Adult, Men's & Women's (Grey)
",SKU: B09P3Z4NGB,,,,,
97,97,97,B08QGGLL83,32 Ltrs Black Casual Backpack (BPNNE18HBLK),Skybags,0,0,0,896,4.2,316,55,,1,316,https://m.media-amazon.com/images/I/71bHpbVlWUL._AC_UL320_.jpg,Backpack_A1,"32 Ltrs Black Casual Backpack (BPNNE18HBLK)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08QGGLL83,,,,,
98,98,98,B08YF9VHTY,"Flamenco2 13 liters Sky Blue Casual Backpack (Tablet Compatible, Water Resistant) (14inch)",Genie,0,0,0,735,4.4,"1,044",59,,1,"1,044",https://m.media-amazon.com/images/I/61Ffarhk4yL._UX679_.jpg,Backpack_A1,"Flamenco2 13 liters Sky Blue Casual Backpack (Tablet Compatible, Water Resistant) (14inch)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08YF9VHTY,,,,,
99,99,99,B00Z9427SK,22 ltrs Black and Royal Blue Casual Backpack (BKPCMPUS10110),Gear,0,0,0,604,4.3,"3,232",45,,1,"3,232",https://m.media-amazon.com/images/I/81oORVyJzYL._AC_UL320_.jpg,Backpack_A1,"22 ltrs Black and Royal Blue Casual Backpack (BKPCMPUS10110)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B00Z9427SK,,,,,
100,100,100,B0998ZMT5L,Women Backpack,Lino Perros,0,0,0,"1,273",4.2,19,57,,1,19,https://m.media-amazon.com/images/I/61pljfqcmJS._UX522_.jpg,Backpack_A1,"Women Backpack
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0998ZMT5L,,,,,
101,101,101,B08SVV5HZY,"Artistix Business Class Series Alpine Anti Theft 15.6 inch Laptop Backpack (Black, 32 L)",Artistix,0,0,0,"1,782",4.5,260,54,"Friday, February 18",1,260,https://m.media-amazon.com/images/I/41l-6+q1kzL._SX425_.jpg,Backpack_A1,"Artistix Business Class Series Alpine Anti Theft 15.6 inch Laptop Backpack (Black, 32 L)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08SVV5HZY,,,,,
102,102,102,B08GZ6C151,PU Leather Teddy Keychain Preppy Style Women Backpack,TYPIFY,0,0,0,359,4.0,193,79,,0,193,https://m.media-amazon.com/images/I/61FloSOYqyL._AC_UL320_.jpg,Backpack_A1,"PU Leather Teddy Keychain Preppy Style Women Backpack
",SKU: B08GZ6C151,,,,,
103,103,103,B09B27S9SG,"Tribe Large Laptop Backpack With 3 Compartments, Water Resistant Fabric",Safari,0,0,0,999,3.8,207,71,,1,207,https://m.media-amazon.com/images/I/71aWnXcav9L._UX522_.jpg,Backpack_A1,"Tribe Large Laptop Backpack With 3 Compartments, Water Resistant Fabric
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09B27S9SG,,,,,
104,104,104,B07G4F3758,Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack (LBPVG2LTH1901),Gear,0,0,0,829,4.4,978,62,,1,978,https://m.media-amazon.com/images/I/91FK74bRReL._AC_UL320_.jpg,Backpack_A1,"Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack (LBPVG2LTH1901)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07G4F3758,,,,,
