,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
57,57,57,57,B014PIGK92,Strauss Yoga Mat,Strauss,1,1,0,499,3.9,"10,661",62,"Friday, February 18",1,"10,661",https://m.media-amazon.com/images/I/71NmOeS1lfL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B014PIGK92
58,58,58,58,B07ZH85HG3,VIFITKIT Yoga Mat with Free Yoga mat Bag Anti Skid Yoga mat for Gym Workout and Flooring Exercise Long Size Yoga Mat for Men Women,VIFITKIT,1,0,0,499,3.9,"13,052",74,"Sunday, February 20",1,"13,052",https://m.media-amazon.com/images/I/711zsuUwFJS._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07ZH85HG3
59,59,59,59,B0993GP2GK,"Fabssy 6mm Anti Skid Yoga Mat for Women with Carry Bag , Yoga Mat for Men with Carry Bag & Holding Grip Elastic + Printed Brand Logo",Fabssy,1,0,0,799,4.3,140,68,"Monday, February 21",1,140,https://m.media-amazon.com/images/I/71BxMxpx5hL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0993GP2GK
60,60,60,60,B09BCBHL2G,"SOLARA Premium Yoga Mats for Men Large, Eco Friendly Non Slip Yoga Mat for Men 6 feet, Non Slip Surface and Optimal Cushioning,72""x 26"" | eBook and 50 videos included |",SOLARA,1,0,0,"1,999",4.4,633,33,"Thursday, February 17",0,633,https://m.media-amazon.com/images/I/71d9TZOfrML._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
",SKU: B09BCBHL2G
61,61,61,61,B08GBYM4LV,"VIFITKIT Non Slip Yoga Mat with Shoulder Strap and Carrying Bag, High Density Yoga mats for Home, Gym & Outdoor Workout (Made in India)",VIFITKIT,1,0,0,829,3.9,"6,092",56,"Sunday, February 20",1,"6,092",https://m.media-amazon.com/images/I/715dNan6Z9L._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08GBYM4LV
62,62,62,62,B08QZZTVPW,"Amazon Brand - Symactive Camouflage Printed Anti-Slip Exercise Yoga Mat with Border Piping and In-built Strap, 4mm",Amazon,1,0,0,433,3.9,15,67,"Saturday, February 19",0,15,https://m.media-amazon.com/images/I/818SVrZIBOS._SX425_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
",SKU: B08QZZTVPW
63,63,63,63,B07TTWC3RJ,"Qatalyze Extra Thick 8mm TPE Yoga mat with Cover Bag and Strap, Extra Wide (66cm) Exercise mat for Men and Women, Non Slip, Strong Grip Premium mat (183cmx66cmx8mm)",Qatalyze,1,0,0,"1,890",4.5,"1,021",37,"Monday, February 21",1,"1,021",https://m.media-amazon.com/images/I/71BRipcCeqL._SY450_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07TTWC3RJ
64,64,64,64,B098PB92ZD,"ZONVER® Yoga Mat 6MM Non-Slippery Yoga Mat for Gym, Work Out, Flooring Exercise Ideal for Men and Women_Size-61 cm X173 cm( Color-Multi)",ZONVER®,0,0,0,449,0.0,0,36,"Monday, February 21",0,"₹449
₹699 Save ₹250 (36%)",https://m.media-amazon.com/images/I/41vT34SxYXS._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B098PB92ZD
65,65,65,65,B09H47KSGN,beatXP Anti-Slip & Anti- Skid 6mm Yoga Mat for Women & Men with black edges & carrying handles,beatXP,0,0,0,549,3.9,26,71,"Saturday, February 19",1,26,https://m.media-amazon.com/images/I/71QDdxHv0IL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09H47KSGN
66,66,66,66,B01LP0VI3G,AmazonBasics 13mm Extra Thick Yoga and Exercise Mat with Carrying Strap,AmazonBasics,0,1,0,"1,049",4.2,"13,035",34,"Friday, February 18",1,"13,035",https://m.media-amazon.com/images/I/71H8ypSYBtL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B01LP0VI3G
67,67,67,67,B07RXR98HL,"SONU SPORTS CO. SPORTS GOODS Foldable Yoga Mat for Men & Women , 72 x 24x 22 mm , 22 MM Thick Mat, Black",SONU,0,0,0,999,3.9,62,50,"Monday, February 21",1,62,https://m.media-amazon.com/images/I/51gO8ZThF7L._SY450_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07RXR98HL
68,68,68,68,B07GKFYXYQ,Amazon Brand - Solimo SOL-PL-SXG03 Foam Yoga Mat,Amazon,0,0,0,445,3.9,861,70,"Sunday, February 20",0,861,https://m.media-amazon.com/images/I/811pzwnnGYL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B07GKFYXYQ
69,69,69,69,B08CSQWSVW,"VIFITKIT Non Slip Yoga Mat with Shoulder Strap and Carrying Bag, High Density Yoga mats for Home, Gym & Outdoor Workout (Made in India)",VIFITKIT,0,0,0,509,3.9,"6,092",66,"Sunday, February 20",1,"6,092",https://m.media-amazon.com/images/I/715dNan6Z9L._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08CSQWSVW
70,70,70,70,B08CPFFH1P,SSSG Washable Yoga Gym Mat Exercise Yoga Mat Gymnastics Training Tumbling High Destiny Foam Foldable 72 x 24x 22 mm Foldable Yoga Mat Traveling mat Yoga Mat for Men & Women 22 MM Thick Mat,SSSG,0,0,0,"1,099",3.6,17,45,,1,17,https://m.media-amazon.com/images/I/51MV1AMWSUL._SX450_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08CPFFH1P
71,71,71,71,B09RKQT7WR,EFFINGO Pink & Purple Combination 4mm Yoga Mat with Bag and Carry Strap / Non slip yoga Mat surface Sticky Yoga Mat ( Pink & Purple 4MM ),EFFINGO,0,0,0,349,0.0,0,66,"Tuesday, February 22",0,"₹349
₹1,037 Save ₹688 (66%)",https://m.media-amazon.com/images/I/91TzXObxWAL._SX450_.jpg,Yoga Mat_A1,,SKU: B09RKQT7WR
72,72,72,72,B09G9BHQ7R,"Eurofil Yoga Mat for Gym Workout and Yoga Exercise with Extra Thickness, Anti-Slip Yoga Mat for Men & Women Fitness With Carry Bag Strap",Eurofil,0,0,0,295,3.2,4,82,"Tuesday, February 22",0,4,https://m.media-amazon.com/images/I/51nqykZ71wL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09G9BHQ7R
73,73,73,73,B09RZHK3R9,"BRAND VILLA EVA Yoga Mat with Carrying Bag for Gym Workout and Yoga Exercise with Extra Thickness, Anti-Slip Yoga Mat for Men & Women Fitness (Made in India)",BRAND,0,0,0,399,0.0,0,67,"Monday, February 21",0,"₹399
₹1,199 Save ₹800 (67%)",https://m.media-amazon.com/images/I/61a9hrQmdLL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09RZHK3R9
74,74,74,74,B09HNVNC48,"Effingo EVA Embossed Yoga Mat 4mm with Bag and Strap / Non-Skid Yoga Mat for Yoga, Exercise or Meditation for men & women (4MM)",Effingo,0,0,0,277,0.0,0,72,"Tuesday, February 22",0,"₹277
₹999 Save ₹722 (72%)",https://m.media-amazon.com/images/I/61-wr0tc4fS._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09HNVNC48
75,75,75,75,B08N2KMJJB,Gold Yoga Mat for Gym Workout Excersise 3 mm Thickness for Unisex Qty -1,Gold,0,0,0,349,2.8,11,77,"Monday, February 21",0,11,,Yoga Mat_A1,,SKU: B08N2KMJJB
76,76,76,76,B08D8FLHCF,Home Space Yoga MATS for Gym and Home Exercise USE,Home,0,0,0,230,0.0,0,43,"Monday, February 21",1,"₹230
₹400 Save ₹170 (43%)",https://m.media-amazon.com/images/I/5153iapHFGL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08D8FLHCF
77,77,77,77,B07R8F317Z,"ARNV Yoga and Exercise Mat with Carrying Strap, 8mm",ARNV,0,0,0,354,4.0,"1,919",49,"Friday, February 18",0,"1,919",https://m.media-amazon.com/images/I/4193J6Ja-vL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B07R8F317Z
78,78,78,78,B098DJJFJK,kossto Yoga Mat with Carrying Strap for Gym Workout and Flooring Exercise & Anti-Slip Yoga Mat for Men & Women Fitness,kossto,0,0,0,399,3.8,704,80,"Monday, February 21",0,704,https://m.media-amazon.com/images/I/51iAhnPt5nL._SY450_.jpg,Yoga Mat_A1,,SKU: B098DJJFJK
79,79,79,79,B07W5Q47V8,"IRIS Fitness Best Travel 4mm Foldable PVC Yoga Mat, 173 cm X 61 cm (Grey)",IRIS,0,0,0,799,4.0,20,50,"Tuesday, February 22",1,20,https://m.media-amazon.com/images/I/71zH8ZztNjL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07W5Q47V8
80,80,80,80,B014PIGM4K,Strauss Yoga Mat,Strauss,1,1,0,499,3.9,"10,661",62,"Friday, February 18",1,"10,661",https://m.media-amazon.com/images/I/71ZgI5tIUHL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B014PIGM4K
81,81,81,81,B08CQYD115,"AGARO TPE Yoga Mat for Women & Men, Eco-Friendly Non-Slip Classic Pro Exercise Mat for Home Workout, Pilates Floor Exercises Gymnastics Meditation with Carry Bag & Strap",AGARO,1,0,0,"1,367",4.5,174,45,"Friday, February 18",1,174,https://m.media-amazon.com/images/I/61A3F1LQXML._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08CQYD115
82,82,82,82,B091M5FN3V,"Boldfit Yoga mat for Women and Men with Cover Bag EVA Material exercise mat for Workout Yoga Fitness Pilates and Meditation, Anti Tear Anti Slip For Home & Gym Use",Boldfit,1,1,0,598,4.2,"2,378",33,"Sunday, February 20",1,"2,378",https://m.media-amazon.com/images/I/511+gRzvZ3L._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B091M5FN3V
83,83,83,83,B07GKFYXYQ,Amazon Brand - Solimo SOL-PL-SXG03 Foam Yoga Mat,Amazon,1,0,0,445,3.9,861,70,"Sunday, February 20",0,861,https://m.media-amazon.com/images/I/811pzwnnGYL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
",SKU: B07GKFYXYQ
84,84,84,84,B09SBFWBKC,"sportify Non Slip Yoga Mat with Carrying Bag, Light Weight, Extra Large Made by EVA Quality Yogamat for Men and Women Fitness",sportify,0,0,0,429,0.0,0,57,"Monday, February 21",0,"₹429
₹999 Save ₹570 (57%)",https://m.media-amazon.com/images/I/61ALYxpf2IL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09SBFWBKC
85,85,85,85,B09Q1KBVVH,EFFINGO Army Green & Black Combination Yoga Mat with / Non slip yoga Mat surface Sticky Yoga Mat ( Army Green & Black ) (army green 4mm),EFFINGO,0,0,0,349,0.0,0,67,"Tuesday, February 22",0,"₹349
₹1,049 Save ₹700 (67%)",https://m.media-amazon.com/images/I/91YU9xieu0L._SX450_.jpg,Yoga Mat_A1,,SKU: B09Q1KBVVH
86,86,86,86,B09J8Q82NX,"SPOKOFIT :- YOGA MAT with STRAP , Non-Skid Yoga Mat , Surface sticky for EXERCISE , YOGA ,GYM , WORKOUT and MEDITATION for MEN & WOMEN (4MM)",SPOKOFIT,0,0,0,265,0.0,0,73,"Tuesday, February 22",0,"₹265
₹999 Save ₹734 (73%)",https://m.media-amazon.com/images/I/41rxPOR+NHL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09J8Q82NX
87,87,87,87,B09JGDB8BF,beatXP Yoga Asan Yoga Mat (6mm) For Men and Women | Exercise Mat | Floor Mat,beatXP,0,0,0,719,5.0,1,67,"Sunday, February 20",1,1,https://m.media-amazon.com/images/I/71suegrZTyL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09JGDB8BF
88,88,88,88,B08D3M5DJ7,Dr Trust TPE Premium Luxfoam Yoga Mat for Gym Workout and Flooring Exercise Yoga Mat for Men and Women Fitness - 317,Dr,0,0,0,"1,249",4.3,524,69,"Sunday, February 20",1,524,https://m.media-amazon.com/images/I/81wvPXmY45L._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08D3M5DJ7
89,89,89,89,B0993K6WNL,"JMD International Yoga Mat with Strap for Gym Workout and Yoga Exercise , Anti-Slip Yoga Mat for Men & Women Fitness Thickness 4 mm (6 X 2 FEET, PURPLE)",JMD,0,0,0,275,3.7,5,54,"Wednesday, February 23",0,5,https://m.media-amazon.com/images/I/51MIyaHYx2L._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B0993K6WNL
90,90,90,90,B09B5TFMGG,Yoga Mat 6mm Anti Skid Yoga Mat For Home And Gym Workout,Yoga,0,0,0,375,1.6,3,77,"Tuesday, February 22",0,3,https://m.media-amazon.com/images/I/61gxMKrQzvL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09B5TFMGG
91,91,91,91,B096YGYY65,"Kreedo Foldable Yoga Mat for Men and Women, Exercise Mats for Workout Yoga Fitness Pilates & High-Density Anti-Tear Non-Slip (MAT-Folder Mat-1-2021)",Kreedo,0,0,0,399,5.0,2,73,"Tuesday, February 22",1,2,https://m.media-amazon.com/images/I/61q4r0nmUML._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B096YGYY65
92,92,92,92,B09768S583,WISELIFE Classic Yoga mat + Sleek Yoga Strap + Yoga Mat Storage Bag for Men and Women. TPE Material 6mm Extra Thick Extra Long and Wide Exercise mat,WISELIFE,0,0,0,899,4.2,106,40,"Monday, February 21",1,106,https://m.media-amazon.com/images/I/71pvaR6gfHS._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09768S583
93,93,93,93,B094ZS8S16,"Pepup Yoga Mat with Free Carrying Bag | Non Slip Water Resistant TPE Sheets | Home Gym Workout Sports Items | Boys, Girls, Men and Women Exercise Equipment | Made of EVA | 4mm thickness",Pepup,0,0,0,399,0.0,0,60,"Tuesday, February 22",0,"₹399
₹999 Save ₹600 (60%)",https://m.media-amazon.com/images/I/31wT6ZIRBmL.jpg,Yoga Mat_A1,,SKU: B094ZS8S16
94,94,94,94,B08GYG6655,"STARBOLT Non-Slip Yoga Mat with Shoulder Strap for Men and Women, 6 mm Thick Blue Yoga mats for Home, Gym and Outdoor Workout (Made in India)",STARBOLT,0,0,0,295,3.3,11,70,"Wednesday, February 23",0,11,https://m.media-amazon.com/images/I/71AXr6rMRuL._SY450_.jpg,Yoga Mat_A1,,SKU: B08GYG6655
95,95,95,95,B0989N4SZT,OJS Yoga Mat 8mm with carry strap For Men and Women For Gym Workout / Flooring Exercise / Anti-skid 1 QTY),OJS,0,0,0,599,3.7,32,25,"Monday, February 21",1,32,https://m.media-amazon.com/images/I/61IyM5n6yVL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0989N4SZT
96,96,96,96,B08QZZLJGP,Amazon Brand - Symactive Pure EVA Anti-Slip Exercise Yoga Mat with Carrying Bag,Amazon,0,0,0,567,4.4,88,63,"Saturday, February 19",1,88,https://m.media-amazon.com/images/I/71oNaqPrCuS._SX425_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08QZZLJGP
97,97,97,97,B0993GWD8F,"Fabssy 6mm Anti Skid Yoga Mat for Women with Carry Bag , Yoga Mat for Men with Carry Bag & Holding Grip Elastic + Printed Brand Logo",Fabssy,0,0,0,799,4.3,140,68,"Monday, February 21",1,140,https://m.media-amazon.com/images/I/612rsRKvAkL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0993GWD8F
98,98,98,98,B07QL79R1P,"K-Rum Unisex High Destiny Foam Foldable Exercise Yoga Gym Mat (72x24x22 mm, Red)",K-Rum,0,0,0,"1,099",3.9,49,45,,1,49,https://m.media-amazon.com/images/I/51UhHa2kWBL._UX342_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07QL79R1P
99,99,99,99,B097LRD7B4,SlimFit YOGA MAT for WOMEN |MEN|GIRLS |WORKOUT YOGA FITNESS | GYM| EXERCISES |SLIP- RESISTANT| 6 MM EXTRA THICK| 2 x 6 Feet Long | EVA MATERIALS | MULTICOLOUR,SlimFit,0,0,0,369,3.4,6,82,"Tuesday, February 22",0,6,https://m.media-amazon.com/images/I/61NaWTXwkkS._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B097LRD7B4
100,100,100,100,B09HH1B932,"Bold & Wide? Eco-Friendly, Anti-Slip 6MM Yoga mat for Gym Workout and Flooring Exercise Long Size. 6 MM Yoga Mat for Men & Women Fitness [Multicolor][1 Pcs.][6MM]",Bold,0,0,0,379,3.6,3,75,"Thursday, February 17",1,3,https://m.media-amazon.com/images/I/41295hatNQL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09HH1B932
101,101,101,101,B09J2DZXXY,"SPOKOFIT : YOGA MAT with BAG and STRAP, for GYM , WORKOUT ,YOGA AASAN / Non-Skid Yoga Mat for Yoga, Surface Sticky, Exercise or Meditation for men & women (4MM)",SPOKOFIT,0,0,0,286,0.0,0,74,"Tuesday, February 22",0,"₹286
₹1,100 Save ₹814 (74%)",https://m.media-amazon.com/images/I/61QcYIjnopL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09J2DZXXY
102,102,102,102,B078HGCHZJ,Vellora Yoga Mat Extra Large Anti Skid Yoga mat for Gym Workout and Flooring Exercise Mat,Vellora,0,0,0,414,3.5,64,59,"Monday, February 21",1,64,https://m.media-amazon.com/images/I/716JX1gkU3L._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B078HGCHZJ
103,103,103,103,B09H4CP625,"Effingo Embossed Yoga Mat with Carry Strap / Non-Skid Yoga Mat for Yoga, Exercise or Meditation for men & women ( 4mm )",Effingo,0,0,0,271,4.5,2,75,"Tuesday, February 22",0,2,https://m.media-amazon.com/images/I/71xkCB0QgfL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09H4CP625
104,104,104,104,B09DT3WBS2,"Steelbird Yoga Mat 6mm for Men and Women 6x2 Feet Wide Extra Thick Exercise Mat For Workout,Yoga,Fitness, Gym Non-Slip Light Weight Mat With Rope",Steelbird,0,0,0,449,4.0,142,70,"Monday, February 21",0,142,https://m.media-amazon.com/images/I/71WwR7M+npL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09DT3WBS2
105,105,105,105,B09NQ6L7FR,"Yoga Mat-All-Purpose 13MM Thick High Density NBR Eco Friendly Non Slip Exercise & Fitness Mat for Mens and Women Pilates & Floor Workouts Yoga Mat Strap Sling (60"" x 24"" x 13mm)",Yoga,0,0,0,749,4.6,286,83,"Monday, February 21",1,286,https://m.media-amazon.com/images/I/81N2wcW2YSL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09NQ6L7FR
106,106,106,106,B08Q7CJJ3F,VIFITKIT Multicolour 4mm Yoga mat with Superior Cushioning and Sweat free Texture with free Carrying Bag and Strap (Made in India),VIFITKIT,0,0,0,502,3.8,376,50,"Sunday, February 20",1,376,https://m.media-amazon.com/images/I/71keISOabCL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08Q7CJJ3F
107,107,107,107,B09S9VNGXC,"Yoga MAT for Men and Women with Anti-Slip, Light Weight, EVA Quality for Men & Women Gym Workout and Yoga Exercise with Shoulder Strap (Multi Colour)",Yoga,0,0,0,449,0.0,0,55,"Monday, February 21",1,"₹449
₹999 Save ₹550 (55%)",https://m.media-amazon.com/images/I/61IQR2BJd3L._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09S9VNGXC
108,108,108,108,B08X2PSZJ9,Quickshel Yoga Mat with Anti Skid Yoga mat for Gym Workout and Flooring Exercise Long Size Yoga Mat for Men Women Thickness,Quickshel,0,0,0,399,3.5,19,60,"Monday, February 21",0,19,https://m.media-amazon.com/images/I/71Nbr0GkURL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B08X2PSZJ9
109,109,109,109,B09P1PDD1X,"GRMART 4MM Grey Color Yoga mat for Women and Men with Carry Strap, EVA Material Extra Thick Exercise mat for Workout Yoga Fitness Pilates and Meditation, Anti Tear Anti Slip for Home & Gym (Gray)",GRMART,0,0,0,399,0.0,0,75,"Monday, February 21",0,"₹399
₹1,599 Save ₹1,200 (75%)",https://m.media-amazon.com/images/I/31zVfu3wjzL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09P1PDD1X
110,110,110,110,B09FTPM878,BOLTT® Yoga Mat with Cover Bag and Shoulder Carry Strap Anti Skid Premium Best Yoga Mat for Gym Workout and Flooring Exercise Extra Large Thick Long Size Soft Yoga Mattress for Men Women MADE IN INDIA,BOLTT®,0,0,0,579,3.9,152,64,"Monday, February 21",0,152,https://m.media-amazon.com/images/I/31uz4h0Ql1L._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09FTPM878
111,111,111,111,B08J3QY952,Gold Yoga Mat for Gym Workout Excersise 4 mm Thickness for Unisex Qty -1,Gold,0,0,0,399,3.8,6,73,"Monday, February 21",0,6,https://m.media-amazon.com/images/I/71XkMZ23hFL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B08J3QY952
112,112,112,112,B08GN9FFH9,"ARNV 6mm Printed Yoga Mat, Purple, 3D Textured (Includes Free Carrying Strap)",ARNV,0,0,0,463,4.2,22,63,"Friday, February 18",0,22,https://m.media-amazon.com/images/I/81zqMgDtzxL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B08GN9FFH9
113,113,113,113,B07R2FGGRS,AmazonBasics Folding Puzzle Exercise Gym Mat (Black),AmazonBasics,0,0,0,748,4.5,427,64,"Friday, February 18",1,427,https://m.media-amazon.com/images/I/81ogJqhPdXL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07R2FGGRS
114,114,114,114,B08QZZYRLK,Amazon Brand - Symactive EVA Anti-Slip Exercise Yoga Mat with Carrying Bag,Amazon,0,0,0,719,4.2,108,45,"Saturday, February 19",1,108,https://m.media-amazon.com/images/I/71Ertu1+zFL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08QZZYRLK
